#name	status	length	unknown percent	pvalue brute	pvalue corrected	number of convergent sites	convergent sites
GTF2I	 	697	0.00e+00	1.0000e+00	1.7086e+00	0
POLR2A	 	929	0.00e+00	1.0000e+00	1.7081e+00	0
ELF2	 	248	0.00e+00	1.0000e+00	1.7077e+00	0
FNDC1	 	133	0.00e+00	1.0000e+00	1.7072e+00	0
LMAN2L	 	193	0.00e+00	1.0000e+00	1.7067e+00	0
EPYC	 	210	0.00e+00	1.0000e+00	1.7063e+00	0
SCG3	 	309	0.00e+00	1.0000e+00	1.7058e+00	0
CDADC1	 	372	0.00e+00	1.0000e+00	1.7054e+00	0
SNAP47	 	18	0.00e+00	1.0000e+00	1.7049e+00	0
RNF207	 	27	0.00e+00	1.0000e+00	1.7044e+00	0
LEMD1	 	30	0.00e+00	1.0000e+00	1.7040e+00	0
EIF4E3	 	33	0.00e+00	1.0000e+00	1.7035e+00	0
NIPSNAP1	 	35	0.00e+00	1.0000e+00	1.7031e+00	0
C1orf194	 	39	0.00e+00	1.0000e+00	1.7026e+00	0
HMGCLL1	 	40	0.00e+00	1.0000e+00	1.7022e+00	0
C1orf228	 	44	0.00e+00	1.0000e+00	1.7017e+00	0
FAM170A	 	44	0.00e+00	1.0000e+00	1.7012e+00	0
LYPD1	 	50	0.00e+00	1.0000e+00	1.7008e+00	0
GPATCH2	 	59	0.00e+00	1.0000e+00	1.7003e+00	0
STK10	 	99	0.00e+00	1.0000e+00	1.6999e+00	0
SLC45A2	 	111	0.00e+00	1.0000e+00	1.6994e+00	0
SRRM4	 	117	0.00e+00	1.0000e+00	1.6990e+00	0
DMRTC2	 	120	0.00e+00	1.0000e+00	1.6985e+00	0
SSMEM1	 	130	0.00e+00	1.0000e+00	1.6980e+00	0
PSMB9	 	135	0.00e+00	1.0000e+00	1.6976e+00	0
ARV1	 	144	0.00e+00	1.0000e+00	1.6971e+00	0
ZNF750	 	144	0.00e+00	1.0000e+00	1.6967e+00	0
CFAP45	 	148	0.00e+00	1.0000e+00	1.6962e+00	0
FEZF1	 	155	0.00e+00	1.0000e+00	1.6958e+00	0
TM7SF2	 	158	0.00e+00	1.0000e+00	1.6953e+00	0
HORMAD2	 	159	0.00e+00	1.0000e+00	1.6949e+00	0
MAP4	 	169	0.00e+00	1.0000e+00	1.6944e+00	0
SLC24A4	 	177	0.00e+00	1.0000e+00	1.6940e+00	0
FANK1	 	181	0.00e+00	1.0000e+00	1.6935e+00	0
PIGM	 	181	0.00e+00	1.0000e+00	1.6930e+00	0
LACTB2	 	183	0.00e+00	1.0000e+00	1.6926e+00	0
MKNK1	 	190	0.00e+00	1.0000e+00	1.6921e+00	0
KAT2A	 	236	0.00e+00	1.0000e+00	1.6917e+00	0
CCNL1	 	254	0.00e+00	1.0000e+00	1.6912e+00	0
TRNAU1AP	 	254	0.00e+00	1.0000e+00	1.6908e+00	0
TXLNB	 	261	0.00e+00	1.0000e+00	1.6903e+00	0
LPP	 	268	0.00e+00	1.0000e+00	1.6899e+00	0
BBOF1	 	289	0.00e+00	1.0000e+00	1.6894e+00	0
TXNRD1	 	289	0.00e+00	1.0000e+00	1.6890e+00	0
CCSER2	 	295	0.00e+00	1.0000e+00	1.6885e+00	0
PVRL3	 	308	0.00e+00	1.0000e+00	1.6881e+00	0
GPR85	 	370	0.00e+00	1.0000e+00	1.6876e+00	0
GATAD2B	 	376	0.00e+00	1.0000e+00	1.6872e+00	0
FGF1	 	90	0.00e+00	1.0000e+00	1.6867e+00	0
ASB7	 	235	0.00e+00	1.0000e+00	1.6863e+00	0
LRIF1	 	301	0.00e+00	1.0000e+00	1.6858e+00	0
MEX3C	 	384	0.00e+00	1.0000e+00	1.6854e+00	0
SPIN1	 	208	0.00e+00	1.0000e+00	1.6849e+00	0
SEC14L1	 	240	0.00e+00	1.0000e+00	1.6845e+00	0
EIF3M	 	317	0.00e+00	1.0000e+00	1.6840e+00	0
TRPC4AP	 	343	0.00e+00	1.0000e+00	1.6836e+00	0
PRPF3	 	556	0.00e+00	1.0000e+00	1.6831e+00	0
SIN3A	 	799	0.00e+00	1.0000e+00	1.6827e+00	0
A1BG	 	9	0.00e+00	1.0000e+00	1.6823e+00	0
A4GNT	 	83	0.00e+00	1.0000e+00	1.6818e+00	0
AAGAB	 	169	0.00e+00	1.0000e+00	1.6814e+00	0
AAMP	 	285	0.00e+00	1.0000e+00	1.6809e+00	0
ABCE1	 	464	0.00e+00	1.0000e+00	1.6805e+00	0
ABCG5	 	114	0.00e+00	1.0000e+00	1.6800e+00	0
ABHD17B	 	274	0.00e+00	1.0000e+00	1.6796e+00	0
ABHD3	 	215	0.00e+00	1.0000e+00	1.6791e+00	0
ABHD6	 	159	0.00e+00	1.0000e+00	1.6787e+00	0
ABI2	 	302	0.00e+00	1.0000e+00	1.6782e+00	0
ABL1	 	390	0.00e+00	1.0000e+00	1.6778e+00	0
ABLIM1	 	166	0.00e+00	1.0000e+00	1.6774e+00	0
ACADSB	 	154	0.00e+00	1.0000e+00	1.6769e+00	0
ACBD3	 	85	0.00e+00	1.0000e+00	1.6765e+00	0
ACBD7	 	53	0.00e+00	1.0000e+00	1.6760e+00	0
ACCS	 	143	0.00e+00	1.0000e+00	1.6756e+00	0
ACER2	 	99	0.00e+00	1.0000e+00	1.6751e+00	0
ACKR4	 	157	0.00e+00	1.0000e+00	1.6747e+00	0
ACMSD	 	156	0.00e+00	1.0000e+00	1.6742e+00	0
ACOT6	 	160	0.00e+00	1.0000e+00	1.6738e+00	0
ACPP	 	147	0.00e+00	1.0000e+00	1.6734e+00	0
ACSBG2	 	54	0.00e+00	1.0000e+00	1.6729e+00	0
ACTA2	 	219	0.00e+00	1.0000e+00	1.6725e+00	0
ACTC1	 	253	0.00e+00	1.0000e+00	1.6720e+00	0
ACTL6A	 	254	0.00e+00	1.0000e+00	1.6716e+00	0
ACTL7B	 	16	0.00e+00	1.0000e+00	1.6712e+00	0
ACTN1	 	493	0.00e+00	1.0000e+00	1.6707e+00	0
ACTR2	 	261	0.00e+00	1.0000e+00	1.6703e+00	0
ACTR3	 	218	0.00e+00	1.0000e+00	1.6698e+00	0
ACTRT3	 	188	0.00e+00	1.0000e+00	1.6694e+00	0
ACVR1	 	237	0.00e+00	1.0000e+00	1.6690e+00	0
ACYP1	 	75	0.00e+00	1.0000e+00	1.6685e+00	0
ADAM18	 	103	0.00e+00	1.0000e+00	1.6681e+00	0
ADAM28	 	114	0.00e+00	1.0000e+00	1.6676e+00	0
ADAM2	 	299	0.00e+00	1.0000e+00	1.6672e+00	0
ADAM32	 	103	0.00e+00	1.0000e+00	1.6668e+00	0
ADAM7	 	206	0.00e+00	1.0000e+00	1.6663e+00	0
ADAMDEC1	 	13	0.00e+00	1.0000e+00	1.6659e+00	0
ADAMTS13	 	64	0.00e+00	1.0000e+00	1.6654e+00	0
ADAT2	 	91	0.00e+00	1.0000e+00	1.6650e+00	0
ADCK2	 	171	0.00e+00	1.0000e+00	1.6646e+00	0
ADCK4	 	117	0.00e+00	1.0000e+00	1.6641e+00	0
ADCYAP1	 	51	0.00e+00	1.0000e+00	1.6637e+00	0
ADD2	 	281	0.00e+00	1.0000e+00	1.6633e+00	0
ADPRH	 	68	0.00e+00	1.0000e+00	1.6628e+00	0
ADSS	 	132	0.00e+00	1.0000e+00	1.6624e+00	0
AFAP1L1	 	73	0.00e+00	1.0000e+00	1.6619e+00	0
AGGF1	 	318	0.00e+00	1.0000e+00	1.6615e+00	0
AGO1	 	433	0.00e+00	1.0000e+00	1.6611e+00	0
AGO3	 	619	0.00e+00	1.0000e+00	1.6606e+00	0
AGR2	 	114	0.00e+00	1.0000e+00	1.6602e+00	0
AGR3	 	101	0.00e+00	1.0000e+00	1.6598e+00	0
AHCYL1	 	473	0.00e+00	1.0000e+00	1.6593e+00	0
AHSG	 	79	0.00e+00	1.0000e+00	1.6589e+00	0
AICDA	 	97	0.00e+00	1.0000e+00	1.6585e+00	0
AIDA	 	114	0.00e+00	1.0000e+00	1.6580e+00	0
AIF1	 	10	0.00e+00	1.0000e+00	1.6576e+00	0
AK1	 	47	0.00e+00	1.0000e+00	1.6572e+00	0
AKAP12	 	464	0.00e+00	1.0000e+00	1.6567e+00	0
AKAP4	 	239	0.00e+00	1.0000e+00	1.6563e+00	0
AKAP7	 	101	0.00e+00	1.0000e+00	1.6559e+00	0
AKIP1	 	65	0.00e+00	1.0000e+00	1.6554e+00	0
AKIRIN1	 	57	0.00e+00	1.0000e+00	1.6550e+00	0
AKIRIN2	 	93	0.00e+00	1.0000e+00	1.6546e+00	0
AKNA	 	66	0.00e+00	1.0000e+00	1.6541e+00	0
AKT2	 	112	0.00e+00	1.0000e+00	1.6537e+00	0
ALAS2	 	227	0.00e+00	1.0000e+00	1.6533e+00	0
ALDH18A1	 	260	0.00e+00	1.0000e+00	1.6528e+00	0
ALDH5A1	 	21	0.00e+00	1.0000e+00	1.6524e+00	0
ALG6	 	62	0.00e+00	1.0000e+00	1.6520e+00	0
ALKBH2	 	60	0.00e+00	1.0000e+00	1.6515e+00	0
ALMS1	 	4	0.00e+00	1.0000e+00	1.6511e+00	0
ALOX5AP	 	81	0.00e+00	1.0000e+00	1.6507e+00	0
ALS2CR11	 	58	0.00e+00	1.0000e+00	1.6502e+00	0
ALS2CR12	 	39	0.00e+00	1.0000e+00	1.6498e+00	0
ALX1	 	151	0.00e+00	1.0000e+00	1.6494e+00	0
AMBN	 	60	0.00e+00	1.0000e+00	1.6490e+00	0
AMMECR1	 	70	0.00e+00	1.0000e+00	1.6485e+00	0
AMMECR1L	 	172	0.00e+00	1.0000e+00	1.6481e+00	0
AMOT	 	209	0.00e+00	1.0000e+00	1.6477e+00	0
ANAPC10	 	155	0.00e+00	1.0000e+00	1.6472e+00	0
ANAPC13	 	40	0.00e+00	1.0000e+00	1.6468e+00	0
ANAPC16	 	88	0.00e+00	1.0000e+00	1.6464e+00	0
ANAPC7	 	302	0.00e+00	1.0000e+00	1.6460e+00	0
ANGEL2	 	297	0.00e+00	1.0000e+00	1.6455e+00	0
ANGPT1	 	202	0.00e+00	1.0000e+00	1.6451e+00	0
ANGPT4	 	136	0.00e+00	1.0000e+00	1.6447e+00	0
ANKDD1B	 	134	0.00e+00	1.0000e+00	1.6442e+00	0
ANKEF1	 	379	0.00e+00	1.0000e+00	1.6438e+00	0
ANKH	 	226	0.00e+00	1.0000e+00	1.6434e+00	0
ANKLE1	 	38	0.00e+00	1.0000e+00	1.6430e+00	0
ANKRA2	 	267	0.00e+00	1.0000e+00	1.6425e+00	0
ANKRD10	 	175	0.00e+00	1.0000e+00	1.6421e+00	0
ANKRD13C	 	207	0.00e+00	1.0000e+00	1.6417e+00	0
ANKRD16	 	81	0.00e+00	1.0000e+00	1.6413e+00	0
ANKRD29	 	122	0.00e+00	1.0000e+00	1.6408e+00	0
ANKRD40	 	114	0.00e+00	1.0000e+00	1.6404e+00	0
ANKRD45	 	100	0.00e+00	1.0000e+00	1.6400e+00	0
ANKRD49	 	205	0.00e+00	1.0000e+00	1.6396e+00	0
ANKRD55	 	81	0.00e+00	1.0000e+00	1.6391e+00	0
ANKRD6	 	268	0.00e+00	1.0000e+00	1.6387e+00	0
ANKUB1	 	63	0.00e+00	1.0000e+00	1.6383e+00	0
ANTXR1	 	251	0.00e+00	1.0000e+00	1.6379e+00	0
ANXA13	 	86	0.00e+00	1.0000e+00	1.6374e+00	0
ANXA2	 	155	0.00e+00	1.0000e+00	1.6370e+00	0
AOAH	 	195	0.00e+00	1.0000e+00	1.6366e+00	0
AP1S3	 	97	0.00e+00	1.0000e+00	1.6362e+00	0
AP3M1	 	367	0.00e+00	1.0000e+00	1.6358e+00	0
AP3M2	 	232	0.00e+00	1.0000e+00	1.6353e+00	0
AP5M1	 	163	0.00e+00	1.0000e+00	1.6349e+00	0
APBA2	 	3	0.00e+00	1.0000e+00	1.6345e+00	0
APEX1	 	168	0.00e+00	1.0000e+00	1.6341e+00	0
APMAP	 	73	0.00e+00	1.0000e+00	1.6336e+00	0
APOA2	 	47	0.00e+00	1.0000e+00	1.6332e+00	0
APOBEC2	 	111	0.00e+00	1.0000e+00	1.6328e+00	0
APOH	 	218	0.00e+00	1.0000e+00	1.6324e+00	0
APOOL	 	98	0.00e+00	1.0000e+00	1.6320e+00	0
APTX	 	118	0.00e+00	1.0000e+00	1.6315e+00	0
AQP11	 	85	0.00e+00	1.0000e+00	1.6311e+00	0
ARAF	 	206	0.00e+00	1.0000e+00	1.6307e+00	0
ARF1	 	167	0.00e+00	1.0000e+00	1.6303e+00	0
ARF4	 	105	0.00e+00	1.0000e+00	1.6299e+00	0
ARFGAP1	 	74	0.00e+00	1.0000e+00	1.6294e+00	0
ARFGAP3	 	129	0.00e+00	1.0000e+00	1.6290e+00	0
ARFIP2	 	143	0.00e+00	1.0000e+00	1.6286e+00	0
ARHGEF26	 	140	0.00e+00	1.0000e+00	1.6282e+00	0
ARHGEF39	 	73	0.00e+00	1.0000e+00	1.6278e+00	0
ARHGEF9	 	165	0.00e+00	1.0000e+00	1.6273e+00	0
ARIH1	 	369	0.00e+00	1.0000e+00	1.6269e+00	0
ARIH2	 	363	0.00e+00	1.0000e+00	1.6265e+00	0
ARL3	 	175	0.00e+00	1.0000e+00	1.6261e+00	0
ARL4A	 	79	0.00e+00	1.0000e+00	1.6257e+00	0
ARL5B	 	137	0.00e+00	1.0000e+00	1.6253e+00	0
ARL6IP6	 	113	0.00e+00	1.0000e+00	1.6248e+00	0
ARL8B	 	89	0.00e+00	1.0000e+00	1.6244e+00	0
ARL9	 	90	0.00e+00	1.0000e+00	1.6240e+00	0
ARPC2	 	242	0.00e+00	1.0000e+00	1.6236e+00	0
ARPC5L	 	29	0.00e+00	1.0000e+00	1.6232e+00	0
ARPP19	 	94	0.00e+00	1.0000e+00	1.6228e+00	0
ARPP21	 	268	0.00e+00	1.0000e+00	1.6223e+00	0
ART4	 	80	0.00e+00	1.0000e+00	1.6219e+00	0
ASAH1	 	131	0.00e+00	1.0000e+00	1.6215e+00	0
ASB16	 	191	0.00e+00	1.0000e+00	1.6211e+00	0
ASB17	 	176	0.00e+00	1.0000e+00	1.6207e+00	0
ASB1	 	159	0.00e+00	1.0000e+00	1.6203e+00	0
ASB9	 	186	0.00e+00	1.0000e+00	1.6199e+00	0
ASCC2	 	245	0.00e+00	1.0000e+00	1.6194e+00	0
ASIP	 	66	0.00e+00	1.0000e+00	1.6190e+00	0
ASPH	 	372	0.00e+00	1.0000e+00	1.6186e+00	0
ATAD1	 	255	0.00e+00	1.0000e+00	1.6182e+00	0
ATAD2B	 	313	0.00e+00	1.0000e+00	1.6178e+00	0
ATAD2	 	254	0.00e+00	1.0000e+00	1.6174e+00	0
ATF3	 	135	0.00e+00	1.0000e+00	1.6170e+00	0
ATF7IP2	 	86	0.00e+00	1.0000e+00	1.6165e+00	0
ATG13	 	319	0.00e+00	1.0000e+00	1.6161e+00	0
ATG5	 	159	0.00e+00	1.0000e+00	1.6157e+00	0
ATL3	 	247	0.00e+00	1.0000e+00	1.6153e+00	0
ATP1B1	 	66	0.00e+00	1.0000e+00	1.6149e+00	0
ATP1B4	 	32	0.00e+00	1.0000e+00	1.6145e+00	0
ATP5J	 	75	0.00e+00	1.0000e+00	1.6141e+00	0
ATP6V0D2	 	227	0.00e+00	1.0000e+00	1.6137e+00	0
ATPAF1	 	103	0.00e+00	1.0000e+00	1.6132e+00	0
ATXN3	 	200	0.00e+00	1.0000e+00	1.6128e+00	0
AUNIP	 	25	0.00e+00	1.0000e+00	1.6124e+00	0
AURKA	 	103	0.00e+00	1.0000e+00	1.6120e+00	0
AWAT2	 	56	0.00e+00	1.0000e+00	1.6116e+00	0
AZIN2	 	70	0.00e+00	1.0000e+00	1.6112e+00	0
B4GALT4	 	174	0.00e+00	1.0000e+00	1.6108e+00	0
B4GAT1	 	145	0.00e+00	1.0000e+00	1.6104e+00	0
BACE1	 	244	0.00e+00	1.0000e+00	1.6100e+00	0
BACH1	 	152	0.00e+00	1.0000e+00	1.6096e+00	0
BAG3	 	192	0.00e+00	1.0000e+00	1.6091e+00	0
BARHL2	 	192	0.00e+00	1.0000e+00	1.6087e+00	0
BARX2	 	118	0.00e+00	1.0000e+00	1.6083e+00	0
BATF	 	100	0.00e+00	1.0000e+00	1.6079e+00	0
BCAN	 	64	0.00e+00	1.0000e+00	1.6075e+00	0
BCAS1	 	76	0.00e+00	1.0000e+00	1.6071e+00	0
BCAS3	 	69	0.00e+00	1.0000e+00	1.6067e+00	0
BCDIN3D	 	175	0.00e+00	1.0000e+00	1.6063e+00	0
BCKDHB	 	22	0.00e+00	1.0000e+00	1.6059e+00	0
BCL10	 	152	0.00e+00	1.0000e+00	1.6055e+00	0
BCL11A	 	115	0.00e+00	1.0000e+00	1.6051e+00	0
BCL2L15	 	84	0.00e+00	1.0000e+00	1.6047e+00	0
BCO1	 	92	0.00e+00	1.0000e+00	1.6043e+00	0
BDH1	 	141	0.00e+00	1.0000e+00	1.6039e+00	0
BDH2	 	99	0.00e+00	1.0000e+00	1.6034e+00	0
BDNF	 	229	0.00e+00	1.0000e+00	1.6030e+00	0
BEND6	 	102	0.00e+00	1.0000e+00	1.6026e+00	0
BEND7	 	258	0.00e+00	1.0000e+00	1.6022e+00	0
BET1	 	16	0.00e+00	1.0000e+00	1.6018e+00	0
BFSP1	 	68	0.00e+00	1.0000e+00	1.6014e+00	0
BFSP2	 	80	0.00e+00	1.0000e+00	1.6010e+00	0
BHMT2	 	66	0.00e+00	1.0000e+00	1.6006e+00	0
BLCAP	 	57	0.00e+00	1.0000e+00	1.6002e+00	0
BLOC1S6	 	131	0.00e+00	1.0000e+00	1.5998e+00	0
BMF	 	62	0.00e+00	1.0000e+00	1.5994e+00	0
BMP3	 	152	0.00e+00	1.0000e+00	1.5990e+00	0
BMP7	 	153	0.00e+00	1.0000e+00	1.5986e+00	0
BMX	 	372	0.00e+00	1.0000e+00	1.5982e+00	0
BNIP2	 	127	0.00e+00	1.0000e+00	1.5978e+00	0
BNIP3L	 	146	0.00e+00	1.0000e+00	1.5974e+00	0
BORA	 	94	0.00e+00	1.0000e+00	1.5970e+00	0
BPHL	 	50	0.00e+00	1.0000e+00	1.5966e+00	0
BPI	 	77	0.00e+00	1.0000e+00	1.5962e+00	0
BPIFB1	 	107	0.00e+00	1.0000e+00	1.5958e+00	0
BPIFC	 	192	0.00e+00	1.0000e+00	1.5954e+00	0
BRCC3	 	110	0.00e+00	1.0000e+00	1.5950e+00	0
BRE	 	154	0.00e+00	1.0000e+00	1.5946e+00	0
BRINP1	 	219	0.00e+00	1.0000e+00	1.5942e+00	0
BRINP2	 	230	0.00e+00	1.0000e+00	1.5938e+00	0
BRIX1	 	140	0.00e+00	1.0000e+00	1.5934e+00	0
BRS3	 	210	0.00e+00	1.0000e+00	1.5930e+00	0
BSDC1	 	173	0.00e+00	1.0000e+00	1.5926e+00	0
Btau	 	106	0.00e+00	1.0000e+00	1.5922e+00	0
BTBD16	 	66	0.00e+00	1.0000e+00	1.5918e+00	0
BTBD1	 	308	0.00e+00	1.0000e+00	1.5914e+00	0
BTBD3	 	432	0.00e+00	1.0000e+00	1.5910e+00	0
BTG4	 	124	0.00e+00	1.0000e+00	1.5906e+00	0
BTRC	 	433	0.00e+00	1.0000e+00	1.5902e+00	0
BUD31	 	55	0.00e+00	1.0000e+00	1.5898e+00	0
BYSL	 	192	0.00e+00	1.0000e+00	1.5894e+00	0
BZW1	 	318	0.00e+00	1.0000e+00	1.5890e+00	0
BZW2	 	345	0.00e+00	1.0000e+00	1.5886e+00	0
C10orf107	 	24	0.00e+00	1.0000e+00	1.5882e+00	0
C10orf12	 	2	0.00e+00	1.0000e+00	1.5878e+00	0
C10orf67	 	16	0.00e+00	1.0000e+00	1.5874e+00	0
C10orf76	 	483	0.00e+00	1.0000e+00	1.5870e+00	0
C10orf82	 	43	0.00e+00	1.0000e+00	1.5866e+00	0
C11orf53	 	104	0.00e+00	1.0000e+00	1.5862e+00	0
C11orf57	 	144	0.00e+00	1.0000e+00	1.5858e+00	0
C11orf58	 	144	0.00e+00	1.0000e+00	1.5854e+00	0
C11orf63	 	104	0.00e+00	1.0000e+00	1.5850e+00	0
C12orf40	 	34	0.00e+00	1.0000e+00	1.5846e+00	0
C14orf105	 	80	0.00e+00	1.0000e+00	1.5842e+00	0
C14orf1	 	54	0.00e+00	1.0000e+00	1.5838e+00	0
C14orf37	 	203	0.00e+00	1.0000e+00	1.5834e+00	0
C15orf43	 	89	0.00e+00	1.0000e+00	1.5830e+00	0
C15orf57	 	59	0.00e+00	1.0000e+00	1.5826e+00	0
C16orf46	 	127	0.00e+00	1.0000e+00	1.5822e+00	0
C16orf52	 	56	0.00e+00	1.0000e+00	1.5818e+00	0
C16orf59	 	51	0.00e+00	1.0000e+00	1.5814e+00	0
C16orf72	 	172	0.00e+00	1.0000e+00	1.5810e+00	0
C16orf87	 	37	0.00e+00	1.0000e+00	1.5806e+00	0
C16orf91	 	42	0.00e+00	1.0000e+00	1.5802e+00	0
C17orf64	 	131	0.00e+00	1.0000e+00	1.5798e+00	0
C17orf78	 	48	0.00e+00	1.0000e+00	1.5794e+00	0
C18orf54	 	206	0.00e+00	1.0000e+00	1.5791e+00	0
C19orf38	 	63	0.00e+00	1.0000e+00	1.5787e+00	0
C19orf44	 	53	0.00e+00	1.0000e+00	1.5783e+00	0
C1orf111	 	73	0.00e+00	1.0000e+00	1.5779e+00	0
C1orf131	 	70	0.00e+00	1.0000e+00	1.5775e+00	0
C1orf27	 	200	0.00e+00	1.0000e+00	1.5771e+00	0
C1orf87	 	127	0.00e+00	1.0000e+00	1.5767e+00	0
C2CD3	 	105	0.00e+00	1.0000e+00	1.5763e+00	0
C2orf47	 	149	0.00e+00	1.0000e+00	1.5759e+00	0
C2orf68	 	59	0.00e+00	1.0000e+00	1.5755e+00	0
C2orf71	 	106	0.00e+00	1.0000e+00	1.5751e+00	0
C2orf76	 	38	0.00e+00	1.0000e+00	1.5747e+00	0
C2orf80	 	87	0.00e+00	1.0000e+00	1.5743e+00	0
C2orf88	 	36	0.00e+00	1.0000e+00	1.5739e+00	0
C3orf14	 	75	0.00e+00	1.0000e+00	1.5736e+00	0
C3orf17	 	229	0.00e+00	1.0000e+00	1.5732e+00	0
C3orf33	 	117	0.00e+00	1.0000e+00	1.5728e+00	0
C3orf67	 	229	0.00e+00	1.0000e+00	1.5724e+00	0
C3orf70	 	166	0.00e+00	1.0000e+00	1.5720e+00	0
C4BPA	 	125	0.00e+00	1.0000e+00	1.5716e+00	0
C4orf22	 	91	0.00e+00	1.0000e+00	1.5712e+00	0
C5orf15	 	107	0.00e+00	1.0000e+00	1.5708e+00	0
C5orf24	 	123	0.00e+00	1.0000e+00	1.5704e+00	0
C5orf34	 	297	0.00e+00	1.0000e+00	1.5700e+00	0
C5orf42	 	41	0.00e+00	1.0000e+00	1.5697e+00	0
C5orf51	 	160	0.00e+00	1.0000e+00	1.5693e+00	0
C6orf106	 	129	0.00e+00	1.0000e+00	1.5689e+00	0
C6orf203	 	120	0.00e+00	1.0000e+00	1.5685e+00	0
C6orf58	 	112	0.00e+00	1.0000e+00	1.5681e+00	0
C6orf62	 	226	0.00e+00	1.0000e+00	1.5677e+00	0
C7orf62	 	70	0.00e+00	1.0000e+00	1.5673e+00	0
C8B	 	83	0.00e+00	1.0000e+00	1.5669e+00	0
C8orf34	 	171	0.00e+00	1.0000e+00	1.5666e+00	0
C8orf46	 	52	0.00e+00	1.0000e+00	1.5662e+00	0
C9	 	111	0.00e+00	1.0000e+00	1.5658e+00	0
C9orf114	 	77	0.00e+00	1.0000e+00	1.5654e+00	0
C9orf64	 	76	0.00e+00	1.0000e+00	1.5650e+00	0
C9orf78	 	132	0.00e+00	1.0000e+00	1.5646e+00	0
CA8	 	202	0.00e+00	1.0000e+00	1.5642e+00	0
CAB39	 	260	0.00e+00	1.0000e+00	1.5638e+00	0
CAB39L	 	162	0.00e+00	1.0000e+00	1.5635e+00	0
CACNA1A	 	62	0.00e+00	1.0000e+00	1.5631e+00	0
CACNA1B	 	76	0.00e+00	1.0000e+00	1.5627e+00	0
CACNA2D1	 	316	0.00e+00	1.0000e+00	1.5623e+00	0
CACNB1	 	148	0.00e+00	1.0000e+00	1.5619e+00	0
CACNG3	 	150	0.00e+00	1.0000e+00	1.5615e+00	0
CACTIN	 	41	0.00e+00	1.0000e+00	1.5611e+00	0
CADM3	 	85	0.00e+00	1.0000e+00	1.5608e+00	0
CADM4	 	94	0.00e+00	1.0000e+00	1.5604e+00	0
CAGE1	 	235	0.00e+00	1.0000e+00	1.5600e+00	0
CALB2	 	147	0.00e+00	1.0000e+00	1.5596e+00	0
CALML4	 	65	0.00e+00	1.0000e+00	1.5592e+00	0
CALR3	 	88	0.00e+00	1.0000e+00	1.5588e+00	0
CALU	 	242	0.00e+00	1.0000e+00	1.5585e+00	0
CAMK4	 	125	0.00e+00	1.0000e+00	1.5581e+00	0
CAMKV	 	186	0.00e+00	1.0000e+00	1.5577e+00	0
CAND1	 	973	0.00e+00	1.0000e+00	1.5573e+00	0
CAPN15	 	201	0.00e+00	1.0000e+00	1.5569e+00	0
CAPSL	 	96	0.00e+00	1.0000e+00	1.5565e+00	0
CAPZB	 	47	0.00e+00	1.0000e+00	1.5562e+00	0
CARD14	 	4	0.00e+00	1.0000e+00	1.5558e+00	0
CARNMT1	 	97	0.00e+00	1.0000e+00	1.5554e+00	0
CASC3	 	193	0.00e+00	1.0000e+00	1.5550e+00	0
CASD1	 	94	0.00e+00	1.0000e+00	1.5546e+00	0
CASK	 	548	0.00e+00	1.0000e+00	1.5542e+00	0
CASP7	 	111	0.00e+00	1.0000e+00	1.5539e+00	0
CASP9	 	67	0.00e+00	1.0000e+00	1.5535e+00	0
CATSPER3	 	98	0.00e+00	1.0000e+00	1.5531e+00	0
CATSPER4	 	87	0.00e+00	1.0000e+00	1.5527e+00	0
CBFA2T2	 	230	0.00e+00	1.0000e+00	1.5523e+00	0
CBFB	 	25	0.00e+00	1.0000e+00	1.5520e+00	0
CBLN1	 	122	0.00e+00	1.0000e+00	1.5516e+00	0
CBLN2	 	87	0.00e+00	1.0000e+00	1.5512e+00	0
CBX5	 	87	0.00e+00	1.0000e+00	1.5508e+00	0
CBY1	 	113	0.00e+00	1.0000e+00	1.5504e+00	0
CC2D1A	 	63	0.00e+00	1.0000e+00	1.5501e+00	0
CCDC109B	 	64	0.00e+00	1.0000e+00	1.5497e+00	0
CCDC112	 	200	0.00e+00	1.0000e+00	1.5493e+00	0
CCDC113	 	93	0.00e+00	1.0000e+00	1.5489e+00	0
CCDC117	 	130	0.00e+00	1.0000e+00	1.5485e+00	0
CCDC125	 	66	0.00e+00	1.0000e+00	1.5482e+00	0
CCDC138	 	92	0.00e+00	1.0000e+00	1.5478e+00	0
CCDC148	 	76	0.00e+00	1.0000e+00	1.5474e+00	0
CCDC149	 	147	0.00e+00	1.0000e+00	1.5470e+00	0
CCDC152	 	92	0.00e+00	1.0000e+00	1.5467e+00	0
CCDC15	 	85	0.00e+00	1.0000e+00	1.5463e+00	0
CCDC172	 	87	0.00e+00	1.0000e+00	1.5459e+00	0
CCDC175	 	179	0.00e+00	1.0000e+00	1.5455e+00	0
CCDC180	 	48	0.00e+00	1.0000e+00	1.5451e+00	0
CCDC191	 	89	0.00e+00	1.0000e+00	1.5448e+00	0
CCDC25	 	171	0.00e+00	1.0000e+00	1.5444e+00	0
CCDC28A	 	26	0.00e+00	1.0000e+00	1.5440e+00	0
CCDC34	 	32	0.00e+00	1.0000e+00	1.5436e+00	0
CCDC36	 	175	0.00e+00	1.0000e+00	1.5433e+00	0
CCDC42	 	85	0.00e+00	1.0000e+00	1.5429e+00	0
